topic,document_types,weight
team_coordination,internal_chat + instruction,1
team_coordination,schedule + customer_support,1
team_coordination,schedule + form,1
team_coordination,schedule + instruction,1
team_coordination,customer_support + form,1
team_coordination,customer_support + instruction,1
team_coordination,form + instruction,2
training_programs,email + notice,5
training_programs,email + memo,4
training_programs,email + article,1
training_programs,email + advertisement,1
training_programs,email + internal_chat,3
training_programs,email + schedule,5
training_programs,email + customer_support,1
training_programs,email + form,3
training_programs,email + instruction,1
training_programs,notice + memo,1
training_programs,notice + article,1
training_programs,notice + advertisement,1
training_programs,notice + internal_chat,1
training_programs,notice + schedule,4
training_programs,notice + customer_support,1
training_programs,notice + form,3
training_programs,notice + instruction,2
training_programs,memo + article,1
training_programs,memo + advertisement,1
training_programs,memo + internal_chat,3
training_programs,memo + schedule,1
training_programs,memo + customer_support,1
training_programs,memo + form,1
training_programs,memo + instruction,1
training_programs,article + advertisement,1
training_programs,article + internal_chat,1
training_programs,article + schedule,1
training_programs,article + customer_support,1
training_programs,article + form,1
training_programs,article + instruction,1
training_programs,advertisement + internal_chat,1
training_programs,advertisement + schedule,1
training_programs,advertisement + customer_support,1
training_programs,advertisement + form,1
training_programs,advertisement + instruction,1
training_programs,internal_chat + schedule,1
training_programs,internal_chat + customer_support,1
training_programs,internal_chat + form,1
training_programs,internal_chat + instruction,1
training_programs,schedule + customer_support,1
training_programs,schedule + form,1
training_programs,schedule + instruction,1
training_programs,customer_support + form,1
training_programs,customer_support + instruction,1
training_programs,form + instruction,2
complex_negotiations,email + notice,5
complex_negotiations,email + memo,4
complex_negotiations,email + article,1
complex_negotiations,email + advertisement,1
complex_negotiations,email + internal_chat,3
complex_negotiations,email + schedule,5
complex_negotiations,email + customer_support,1
complex_negotiations,email + form,3
complex_negotiations,email + instruction,1
complex_negotiations,notice + memo,1
complex_negotiations,notice + article,1
complex_negotiations,notice + advertisement,1
complex_negotiations,notice + internal_chat,1
complex_negotiations,notice + schedule,4
complex_negotiations,notice + customer_support,1
complex_negotiations,notice + form,3
complex_negotiations,notice + instruction,2
complex_negotiations,memo + article,1
complex_negotiations,memo + advertisement,1
complex_negotiations,memo + internal_chat,3
complex_negotiations,memo + schedule,1
complex_negotiations,memo + customer_support,1
complex_negotiations,memo + form,1
complex_negotiations,memo + instruction,1
complex_negotiations,article + advertisement,1
complex_negotiations,article + internal_chat,1
complex_negotiations,article + schedule,1
complex_negotiations,article + customer_support,1
complex_negotiations,article + form,1
complex_negotiations,article + instruction,1
complex_negotiations,advertisement + internal_chat,1
complex_negotiations,advertisement + schedule,1
complex_negotiations,advertisement + customer_support,1
complex_negotiations,advertisement + form,1
complex_negotiations,advertisement + instruction,1
complex_negotiations,internal_chat + schedule,1
complex_negotiations,internal_chat + customer_support,1
complex_negotiations,internal_chat + form,1
complex_negotiations,internal_chat + instruction,1
complex_negotiations,schedule + customer_support,1
complex_negotiations,schedule + form,1
complex_negotiations,schedule + instruction,1
complex_negotiations,customer_support + form,1
complex_negotiations,customer_support + instruction,1
complex_negotiations,form + instruction,2
crisis_management,email + notice,5
crisis_management,email + memo,4
crisis_management,email + article,1
crisis_management,email + advertisement,1
crisis_management,email + internal_chat,3
crisis_management,email + schedule,5
crisis_management,email + customer_support,1
crisis_management,email + form,3
crisis_management,email + instruction,1
crisis_management,notice + memo,1
crisis_management,notice + article,1
crisis_management,notice + advertisement,1
crisis_management,notice + internal_chat,1
crisis_management,notice + schedule,4
crisis_management,notice + customer_support,1
crisis_management,notice + form,3
crisis_management,notice + instruction,2
crisis_management,memo + article,1
crisis_management,memo + advertisement,1
crisis_management,memo + internal_chat,3
crisis_management,memo + schedule,1
crisis_management,memo + customer_support,1
crisis_management,memo + form,1
crisis_management,memo + instruction,1
crisis_management,article + advertisement,1
crisis_management,article + internal_chat,1
crisis_management,article + schedule,1
crisis_management,article + customer_support,1
crisis_management,article + form,1
crisis_management,article + instruction,1
crisis_management,advertisement + internal_chat,1
crisis_management,advertisement + schedule,1
crisis_management,advertisement + customer_support,1
crisis_management,advertisement + form,1
crisis_management,advertisement + instruction,1
crisis_management,internal_chat + schedule,1
crisis_management,internal_chat + customer_support,1
crisis_management,internal_chat + form,1
crisis_management,internal_chat + instruction,1
crisis_management,schedule + customer_support,1
crisis_management,schedule + form,1
crisis_management,schedule + instruction,1
crisis_management,customer_support + form,1
crisis_management,customer_support + instruction,1
crisis_management,form + instruction,2
inventory_updates,email + notice,5
inventory_updates,email + memo,4
inventory_updates,email + article,1
inventory_updates,email + advertisement,1
inventory_updates,email + internal_chat,3
inventory_updates,email + schedule,5
inventory_updates,email + customer_support,1
inventory_updates,email + form,3
inventory_updates,email + instruction,1
inventory_updates,notice + memo,1
inventory_updates,notice + article,1
inventory_updates,notice + advertisement,1
inventory_updates,notice + internal_chat,1
inventory_updates,notice + schedule,4
inventory_updates,notice + customer_support,1
inventory_updates,notice + form,3
inventory_updates,notice + instruction,2
inventory_updates,memo + article,1
inventory_updates,memo + advertisement,1
inventory_updates,memo + internal_chat,3
inventory_updates,memo + schedule,1
inventory_updates,memo + customer_support,1
inventory_updates,memo + form,1
inventory_updates,memo + instruction,1
inventory_updates,article + advertisement,1
inventory_updates,article + internal_chat,1
inventory_updates,article + schedule,1
inventory_updates,article + customer_support,1
inventory_updates,article + form,1
inventory_updates,article + instruction,1
inventory_updates,advertisement + internal_chat,1
inventory_updates,advertisement + schedule,1
inventory_updates,advertisement + customer_support,1
inventory_updates,advertisement + form,1
inventory_updates,advertisement + instruction,1
inventory_updates,internal_chat + schedule,1
inventory_updates,internal_chat + customer_support,1
inventory_updates,internal_chat + form,1
inventory_updates,internal_chat + instruction,1
inventory_updates,schedule + customer_support,1
inventory_updates,schedule + form,1
inventory_updates,schedule + instruction,1
inventory_updates,customer_support + form,1
inventory_updates,customer_support + instruction,1
inventory_updates,form + instruction,2
strategic_planning,email + notice,5
strategic_planning,email + memo,4
strategic_planning,email + article,1
strategic_planning,email + advertisement,1
strategic_planning,email + internal_chat,3
strategic_planning,email + schedule,5
strategic_planning,email + customer_support,1
strategic_planning,email + form,3
strategic_planning,email + instruction,1
strategic_planning,notice + memo,1
strategic_planning,notice + article,1
strategic_planning,notice + advertisement,1
strategic_planning,notice + internal_chat,1
strategic_planning,notice + schedule,4
strategic_planning,notice + customer_support,1
strategic_planning,notice + form,3
strategic_planning,notice + instruction,2
strategic_planning,memo + article,1
strategic_planning,memo + advertisement,1
strategic_planning,memo + internal_chat,3
strategic_planning,memo + schedule,1
strategic_planning,memo + customer_support,1
strategic_planning,memo + form,1
strategic_planning,memo + instruction,1
strategic_planning,article + advertisement,1
strategic_planning,article + internal_chat,1
strategic_planning,article + schedule,1
strategic_planning,article + customer_support,1
strategic_planning,article + form,1
strategic_planning,article + instruction,1
strategic_planning,advertisement + internal_chat,1
strategic_planning,advertisement + schedule,1
strategic_planning,advertisement + customer_support,1
strategic_planning,advertisement + form,1
strategic_planning,advertisement + instruction,1
strategic_planning,internal_chat + schedule,1
strategic_planning,internal_chat + customer_support,1
strategic_planning,internal_chat + form,1
strategic_planning,internal_chat + instruction,1
strategic_planning,schedule + customer_support,1
strategic_planning,schedule + form,1
strategic_planning,schedule + instruction,1
strategic_planning,customer_support + form,1
strategic_planning,customer_support + instruction,1
strategic_planning,form + instruction,2
